AllPixelMeanR,AllPixelMeanG,AllPixelMeanB
164,150,139
164,150,139
161,158,155
161,158,155
161,158,155
161,158,155
161,158,155
149,140,128
153,141,133
160,158,156
160,158,156
160,158,156
160,158,156
160,158,156
143,147,152
135,132,131
166,164,161
166,164,161
166,164,161
166,164,161
166,164,161
111, 88,67
111, 88,67
130,116,103
121,116,111
93,82,74
163,159,156
163,159,156
163,159,156
163,159,156
163,159,156
157,144,135
157,144,135
157,144,135
157,145,133
146,145,141
146,145,141
154,143,128
154,143,128
154,143,128
165,162,159
165,162,159
165,162,159
165,162,159
165,162,159
156,142,132
130,116,102
128,124,121
190,185,177
167,164,161
167,164,161
167,164,161
167,164,161
167,164,161
164,162,160
164,162,160
164,162,160
164,162,160
164,162,160
162,149,137
162,149,137
162,149,137
162,149,137
162,149,137
162,149,137
162,149,137
162,149,137
162,149,137
162,149,137
155,143,131
155,143,131
155,143,131
155,143,131
155,143,131
155,143,131
155,143,131
155,143,131
155,143,131
155,143,131
156,144,131
156,144,131
156,144,131
156,144,131
156,144,131
156,144,131
156,144,131
156,144,131
156,144,131
156,144,131
109, 88,74
109, 88,74
109, 88,74
161,158,156
161,158,156
161,158,156
161,158,156
161,158,156
142,141,139
155,143,131
155,143,131
155,143,131
155,143,131
155,143,131
155,143,131
155,143,131
155,143,131
155,143,131
155,143,131
151,142,129
151,142,129
159,156,152
154,143,131
154,143,131
154,143,131
154,143,131
155,144,132
155,144,132
155,144,132
155,144,132
152,135,122
126,116,110
171,150,121
162,158,155
162,158,155
162,158,155
162,158,155
162,158,155
131,117,104
156,153,149
159,143,132
152,141,129
152,141,129
152,141,129
152,141,129
169,166,160
127,116,107
168,166,163
168,166,163
168,166,163
168,166,163
168,166,163
125,122,118
127,115,99
146,145,143
134,119,104
165,163,159
165,163,159
165,163,159
165,163,159
165,163,159
158,152,149
173,150,120
158,154,150
158,154,150
158,154,150
158,154,150
158,154,150
111, 75,52
113,112,109
139,122,107
155,151,147
146,146,144
147,144,142
162,159,158
130,117,104
156,152,149
156,152,149
156,152,149
156,152,149
156,152,149
132, 96,76
152,147,143
90,88,86
157,153,151
157,153,151
157,153,151
157,153,151
157,153,151
178,168,156
129,116,103
163,160,157
163,160,157
163,160,157
163,160,157
163,160,157
158,152,148
93,85,77
180,176,168
160,157,154
147,135,121
147,135,121
147,135,121
147,135,121
147,135,121
160,156,151
160,156,151
160,156,151
160,156,151
160,156,151
147,138,127
147,138,127
147,138,127
147,138,127
147,138,127
147,138,127
147,138,127
160,160,157
160,160,157
160,160,157
146,145,143
144,127,114
200,192,182
156,152,147
156,152,147
162,158,154
162,158,154
162,158,154
162,158,154
162,158,154
158,154,151
173,163,151
173,163,151
126,126,128
125,115,110
128,127,124
162,159,156
162,159,156
162,159,156
162,159,156
162,159,156
141,133,122
141,133,122
141,133,122
141,133,122
141,133,122
141,133,122
141,133,122
164,163,158
154,150,145
154,150,145
129,116,104
140,131,120
140,131,120
140,131,120
140,131,120
140,131,120
140,131,120
140,131,120
157,135,114
151,134,121
207,204,203
168,160,153
159,154,148
159,154,148
159,154,148
159,154,148
125,111,109
195,185,172
167,146,119
167,146,119
110, 88,71
110, 88,71
162,148,137
114,106,102
159,144,131
155,153,151
95,87,80
132,117,104
131,104,106
155,143,129
157,146,134
154,144,132
156,146,134
152,142,130
121,113,109
153,143,132
179,172,163
179,172,163
127,113,99
137,121,110
111, 89,69
111, 89,69
111, 89,69
111, 89,69
154,142,128
154,142,128
154,142,128
161,146,135
151,140,128
151,140,128
151,140,128
129,115,102
108,103,102
181,176,170
181,176,170
146,136,125
146,136,125
146,136,125
153,143,131
153,143,131
153,143,131
151,151,149
151,151,149
127,115,101
157,147,135
157,147,135
157,147,135
157,144,135
191,186,180
132,118,109
89,82,81
144,133,125
162,161,158
162,161,158
165,151,140
133,134,131
124,114,107
154,142,129
187,187,184
150,138,125
105,107,89
105,107,89
105,107,89
150,135,124
168,164,160
168,164,160
126,107,90
152,140,127
149,147,145
125,115,110
152,140,127
156,140,128
126,111,99
151,140,127
159,154,149
174,172,170
190,182,172
190,182,172
94,89,83
103, 94,88
131,128,124
114, 90,72
114, 90,72
114, 90,72
159,156,151
163,153,142
157,140,129
162,161,159
162,161,159
162,161,159
148,147,146
154,143,130
154,143,130
154,143,130
131,118,106
150,140,127
150,140,127
150,140,127
164,150,140
100, 92,85
150,140,127
150,140,127
150,140,127
149,139,126
149,139,126
149,139,126
129,117,105
145,143,140
147,137,125
147,137,125
147,137,125
91,87,83
167,155,144
86,81,75
159,144,133
154,149,144
154,149,144
175,153,121
192,186,179
143,138,133
143,138,133
145,133,122
145,133,122
145,133,122
145,133,122
146,142,136
134,123,113
122,114,109
143,144,145
165,157,149
144,132,121
144,132,121
144,132,121
144,132,121
144,131,119
144,131,119
144,131,119
144,131,119
80,73,67
122,120,118
195,184,174
195,184,174
164,164,161
164,164,161
164,164,161
164,164,161
177,155,126
157,155,153
114,105,100
144,144,146
187,179,170
187,179,170
130,117,104
170,164,156
136,134,131
136,134,131
169,166,162
160,155,151
134,134,132
130,116,102
191,179,167
191,179,167
153,148,142
160,149,139
160,149,139
117,111,110
173,163,150
173,163,150
157,152,147
148,149,149
175,165,154
161,160,158
161,160,158
190,186,179
190,186,179
137,131,123
137,131,123
137,131,123
137,131,123
116,108,107
156,151,147
156,151,147
167,159,152
167,159,152
122,113,111
177,155,125
145,131,121
155,144,134
160,158,155
161,161,159
138,125,118
160,146,134
160,146,134
127,126,119
127,126,119
127,126,119
164,156,147
164,156,147
148,133,108
159,146,135
159,146,135
159,157,154
129,117,104
144,145,146
147,127,111
133,131,124
133,131,124
130,117,104
164,136,110
160,142,129
157,146,136
157,146,136
129,117,103
142,124,111
131,118,105
141,130,120
141,130,120
162,161,158
162,161,158
162,161,158
128,114,101
150,151,150
161,160,157
161,160,157
161,160,157
134,124,114
133,132,124
133,132,124
126,113,100
174,152,134
173,166,156
189,179,166
135,113,95
142,137,132
163,163,159
163,163,159
132,119,106
148,149,150
136,123,117
158,152,148
128,106,89
131,118,105
123,132,41
155,151,146
164,164,162
145,142,137
128,123,122
148,128,109
147,141,136
184,182,178
146,136,122
166,165,163
152,146,141
187,177,164
187,177,164
156,151,146
156,151,146
123,121,120
123,132,42
160,160,157
160,160,157
160,160,157
180,169,157
152,147,141
152,147,141
152,147,141
165,163,161
130,106,88
169,165,160
167,157,148
167,157,148
147,138,129
146,145,146
151,145,140
151,145,140
147,136,125
147,138,129
147,138,129
147,138,129
132,131,125
98,91,87
145,136,126
145,136,126
145,136,126
145,121,101
152,147,150
146,140,135
146,140,135
175,167,157
139,130,122
139,130,122
139,130,122
134,142,50
135,138,131
166,153,140
166,153,140
177,180,175
146,138,130
146,138,130
146,138,130
133,132,125
133,132,125
129,120,117
129,120,117
169,168,166
157,149,138
168,167,165
167,152,138
167,152,138
167,152,138
134,124,117
134,124,117
122,119,119
184,181,177
149,151,150
157,137,120
188,178,165
151,145,140
160,157,156
140,130,120
140,130,120
141,118,100
139,131,126
136,133,134
157,153,148
144,145,146
179,171,160
114,108,103
138,131,126
190,188,185
152,144,134
152,144,134
174,171,166
174,171,166
182,172,160
182,172,160
174,166,158
174,166,158
160,155,151
160,155,151
124,134,41
161,152,141
139,119,101
120,117,117
120,117,117
139,137,130
117,109,104
141,118,102
171,161,151
173,162,149
173,162,149
173,162,149
151,135,120
129,123,117
129,123,117
150,150,150
165,156,146
127,121,109
149,146,141
116,107,105
172,154,138
172,154,138
163,140,120
104, 97,94
186,176,163
144,144,144
184,179,168
184,179,168
151,146,139
151,146,139
165,158,146
165,158,146
133,119,110
160,146,134
160,146,134
134,132,124
145,139,128
130,108,101
130,108,101
171,164,153
181,177,172
181,178,174
138,120,107
168,159,149
168,159,149
189,179,165
144,143,134
170,165,159
170,165,159
170,165,159
170,165,159
95,90,86
173,168,161
161,142,126
161,142,126
161,142,126
161,142,126
161,142,126
141,132,123
157,160,157
184,174,160
135,126,116
102, 99,100
106,104,100
106,104,100
106,104,100
167,166,161
150,132,118
164,157,147
164,157,147
118, 98,93
136,132,132
136,132,132
115,106,101
149,147,142
125,109,94
160,152,144
160,152,144
128,112,101
121,108,93
151,147,141
151,147,141
129,111,97
172,168,164
152,134,119
107,104,100
146,129,116
116,112,112
154,151,147
136,136,134
123,107,95
162,162,160
124,110,97
187,175,160
121,104,99
115,107,100
103,105,100
148,135,123
148,135,123
131,118,106
161,161,158
142,134,125
142,134,125
132,114,102
147,142,136
158,160,159
141,127,116
192,178,162
192,178,162
160,155,149
104,101,102
118,109,107
108,106,102
108,106,102
140,121,107
140,121,107
173,168,162
138,137,135
148,143,137
148,143,137
107,104,104
143,134,125
136,120,110
156,143,133
156,143,133
123,109,99
123,109,99
102, 97,87
161,156,149
161,161,157
164,153,141
131,117,109
144,143,142
127,110,101
127,110,101
137,122,111
137,122,111
153,141,126
123,110,101
123,110,101
177,171,169
128,121,124
173,151,137
106,102,91
106,102,91
149,135,121
149,135,121
149,135,121
137,126,119
148,147,146
168,157,143
168,157,143
152,152,148
162,155,143
162,155,143
167,149,135
160,156,152
168,167,164
168,167,164
129,111,106
129,112,98
144,135,126
144,135,126
144,135,126
94,91,83
94,91,83
94,91,83
94,91,83
94,91,83
152,127,102
166,166,163
152,143,134
152,143,134
130,114,102
153,150,146
158,153,149
158,153,149
153,142,132
153,142,132
128,114,102
131,128,124
119,119,116
168,150,133
125,106,96
125,106,96
158,147,137
158,147,137
158,147,137
128,112,102
96,92,83
96,92,83
96,92,83
96,92,83
155,145,135
155,145,135
155,147,138
124,111,98
144,139,133
144,139,133
152,143,134
152,143,134
152,143,134
152,143,134
152,143,134
152,143,134
161,161,159
120,106,94
148,147,145
132,128,118
108, 99,90
126,109,97
121,118,118
158,150,142
122,106,93
82,71,68
130,114,103
149,141,133
165,163,161
119,107,85
160,137,121
95,91,83
95,91,83
95,91,83
147,135,124
147,135,124
160,136,120
113, 95,85
113, 95,85
113, 95,85
113, 95,85
182,172,159
182,172,159
144,143,142
155,145,135
155,145,135
133,131,37
167,145,129
185,177,162
185,177,162
128,114,105
99,96,88
99,96,88
153,141,129
162,152,142
162,152,142
184,173,159
184,173,159
164,142,124
154,153,148
154,153,148
153,141,129
154,142,130
136,121,112
150,138,126
79,69,66
152,148,141
154,142,130
172,153,139
167,152,140
167,152,140
142,141,139
146,136,126
141,127,118
141,127,118
109,108,98
146,140,136
167,161,159
143,132,122
165,133,110
155,143,129
143,132,122
168,154,143
168,154,143
168,154,143
108, 99,95
108, 99,95
108, 90,83
148,143,139
160,138,119
148,138,127
131,128,128
181,176,170
142,132,121
163,125,93
148,144,139
148,144,139
149,146,143
127,114,102
127,114,102
140,127,119
140,127,119
142,141,139
133,130,129
133,130,129
122,126,117
122,126,117
188,179,164
172,152,134
125,114,95
108,106,100
106, 96,92
187,177,163
138,128,121
138,128,121
138,128,121
172,145,124
150,134,118
150,134,118
150,134,118
150,134,118
166,145,127
101, 92,86
138,133,128
138,133,128
90,79,72
150,145,141
102,100,93
152,135,119
152,135,119
152,135,119
152,135,119
152,135,119
122,106,92
133,137,43
140,135,129
140,135,129
140,135,128
140,135,128
139,138,137
174,167,152
148,123,105
192,181,169
192,181,169
118,115,111
177,166,149
113,102,92
121,119,116
139,119,104
107,108,92
172,163,150
145,136,125
145,136,125
145,136,125
97,94,86
97,94,86
159,139,115
134,131,130
134,131,130
134,131,130
149,149,147
145,136,124
145,136,124
145,136,124
135,130,125
148,139,127
148,139,127
148,139,127
149,137,129
151,121,110
173,167,161
173,167,161
173,167,161
136,131,123
136,131,123
154,147,138
154,147,138
154,147,138
113,110,101
164,153,141
164,153,141
164,153,141
164,153,141
166,160,152
146,115,103
149,148,146
165,160,155
165,160,155
161,156,152
161,156,152
161,156,152
150,144,141
154,146,138
154,146,138
122,109,98
135,131,130
124,112,102
124,112,102
124,112,102
124,112,102
121,102,96
142,141,139
114,112,104
151,152,152
150,143,134
150,143,134
144,122,107
146,139,129
160,159,156
160,159,156
132,117,106
99,80,79
123,119,117
123,119,117
106,103,93
106,103,93
154,146,142
154,146,142
154,146,142
160,158,155
160,158,155
146,126,112
152,145,142
152,145,142
126,119,113
126,119,113
140,136,130
140,125,113
122,119,119
145,125,112
153,149,144
96,93,85
96,93,85
148,139,130
148,139,130
158,152,147
146,127,114
120,113,107
120,113,107
154,149,144
154,149,144
150,141,131
150,141,131
150,141,131
150,141,131
139,120,108
170,170,168
170,170,168
150,141,131
150,141,131
150,141,131
150,141,131
146,143,141
104,100,92
104,100,92
170,165,161
123,119,114
143,126,114
146,145,143
97,84,70
97,84,70
175,169,149
106,103,95
106,103,95
144,126,113
142,141,140
169,169,168
177,178,178
125,106,101
125,106,101
163,162,159
138,121,113
185,183,181
153,152,150
153,152,150
155,145,134
155,145,134
155,145,134
155,145,134
189,178,165
171,165,160
123,104,97
123,104,97
104,101,94
104,101,94
151,126,115
181,179,177
102, 87,72
102, 87,72
102, 87,72
154,145,135
122,112,104
125,116,110
142,123,107
167,162,157
151,140,127
151,140,127
151,140,127
149,148,146
131,116,105
185,183,183
118,131,26
186,176,162
132,130,123
188,182,176
101, 99,92
101, 99,92
119,114,106
172,173,173
132,127,124
156,155,153
156,155,153
193,191,190
193,191,190
149,131,116
150,139,127
150,139,127
150,139,127
150,139,127
142,141,140
150,140,128
150,140,128
150,140,128
150,140,128
139,125,116
152,145,137
152,145,137
129,112,103
129,112,103
170,171,170
170,171,170
149,138,127
149,138,127
149,138,127
149,138,127
140,122,108
149,138,126
149,138,126
149,138,126
149,138,126
177,174,168
177,174,168
105, 92,79
189,187,186
124,109,96
174,169,164
174,169,164
174,169,164
102,100,93
102,100,93
165,165,165
142,119,103
135,130,128
164,156,145
164,156,145
133,135,133
124,106,97
126,113,96
146,145,144
186,184,183
187,176,163
137,111,95
102, 99,92
102, 99,92
102, 99,92
105, 92,78
105, 92,78
143,124,111
134,130,127
173,173,172
149,154,153
166,156,144
104, 92,78
104, 92,78
189,182,164
139,135,133
140,134,129
137,119,106
173,165,147
105,103,96
105,103,96
105,103,96
126,102,84
155,132,115
150,149,148
135,112,95
189,180,167
128,114,100
177,172,166
134,114,105
134,114,105
134,114,105
169,164,159
169,164,159
169,164,159
120,100,84
151,145,138
173,172,170
118,101,88
85,74,61
196,186,174
196,186,174
138,118,101
153,146,138
96,93,86
96,93,86
96,93,86
200,191,178
171,159,157
171,159,157
172,168,165
172,168,165
142,122,106
124,114,108
136,132,129
136,132,129
161,157,151
161,157,151
171,167,162
133,120,110
151,143,131
98,95,88
98,95,88
98,95,88
129,122,112
165,148,135
140,118,103
174,162,160
174,162,160
200,190,179
139,136,133
157,142,127
157,142,127
157,142,127
157,142,127
132,116,109
120,118,116
120,118,116
142,121,106
155,140,127
155,140,127
157,147,133
148,139,131
99,96,88
99,96,88
99,96,88
61,61,61
143,134,126
125,118,110
158,148,136
149,140,132
144,136,128
138,124,113
113,103,97
113,103,97
165,165,164
146,137,130
172,172,171
191,192,193
151,135,120
151,135,120
151,135,120
151,135,120
162,162,162
162,162,161
159,158,156
117, 96,85
161,162,161
75,73,69
95,92,86
128,123,117
120,111,102
119,107,89
151,134,119
151,134,119
129,124,119
129,124,119
129,124,119
129,124,119
124,119,114
98,95,86
98,95,86
172,173,173
167,169,162
150,130,112
146,145,143
151,131,113
158,152,130
145,124,106
75,71,68
75,71,68
126,115,107
100, 97,88
100, 97,88
137,129,121
129,123,120
137,131,126
148,146,145
165,163,160
138,134,129
147,137,118
147,137,118
132,108,89
112,107,103
148,143,139
147,133,118
146,141,136
143,122,104
104,102,95
104,102,95
158,142,128
142,138,134
142,138,134
139,121,109
139,135,130
139,135,130
151,130,113
151,134,119
150,143,135
116,115,113
116,115,113
116,115,113
116,115,113
177,174,167
177,174,167
177,174,167
177,174,167
177,174,167
130,114,101
149,133,118
149,133,118
132,104,89
134,118,105
108,101,98
108,101,98
153,144,133
161,144,131
184,181,175
107,100,96
107,100,96
107,100,96
138,128,108
131,114,104
98,94,85
133,128,123
176,162,146
138,134,129
138,134,129
138,134,129
138,134,129
138,134,129
152,153,151
152,153,151
152,153,151
135,122,105
126,121,115
132,113,104
109,98,92
103,99,90
140,124,114
154,146,138
133,118,102
140,123,115
140,123,115
140,123,115
141,135,130
138,114,96
104,101,95
104,101,95
137,118,104
165,164,165
165,164,165
165,164,165
165,164,165
142,129,118
132,117,109
132,117,109
132,117,109
132,117,109
126,111,96
87,83,79
138,123,112
158,147,136
147,142,138
136,118,107
135,110,94
112,100,80
112,100,80
152,125,107
159,154,148
125,119,113
132,113,102
157,154,151
132,117,107
102,108,93
163,162,161
163,162,161
163,162,161
142,129,121
133,116,106
154,147,140
154,147,140
136,113,97
142,142,140
142,142,140
129,117,109
94,92,92
94,92,92
94,92,92
187,184,179
187,184,179
187,184,179
143,130,116
142,138,130
142,138,130
113,109,106
129,115,106
113,115,110
147,145,144
137,117,104
156,156,156
156,156,156
156,156,156
190,186,181
151,151,150
152,133,117
100, 97,93
155,153,149
155,153,149
139,116,98
131,117,107
131,118,111
131,118,111
168,153,137
168,153,137
180,182,162
145,141,133
135,111,92
154,144,128
154,144,128
142,129,121
134,110,91
116,106,104
151,147,145
151,147,145
151,147,145
151,147,145
130,115,106
168,169,149
168,169,149
168,169,149
192,189,184
156,151,147
119,119,114
119,119,114
119,119,114
119,119,114
119,119,114
142,121,107
106,105,101
128,112,105
128,112,105
121,119,115
121,119,115
148,138,127
183,180,174
137,132,131
138,120,108
138,120,108
126,126,129
178,168,157
159,158,160
159,158,160
159,158,160
127,127,121
127,127,121
127,127,121
135,117,106
153,144,133
135,135,135
123,127,123
143,131,123
127,123,118
145,135,122
141,123,110
132,121,111
167,170,149
122,118,111
167,144,125
149,147,145
138,134,128
143,133,120
143,133,120
148,130,115
150,144,135
135,130,124
135,130,124
118,113,111
118,113,111
118,113,111
135,130,124
135,130,124
120,106,95
145,135,123
161,163,144
133,127,121
133,127,121
149,139,126
132,125,119
154,147,138
130,108,96
152,142,129
165,143,127
130,117,108
162,157,156
162,157,156
162,157,156
131,110,96
127,112,104
123,119,114
123,119,114
123,119,114
156,145,132
170,169,157
143,130,121
160,155,148
159,130,96
154,143,130
103,102,100
103,102,100
103,102,100
119,115,106
163,157,156
129,125,111
122,110,99
120,117,111
196,176,155
159,155,150
153,141,129
152,117,83
152,117,83
166,140,121
160,156,151
169,166,163
169,166,163
169,166,163
169,166,163
169,166,163
169,166,163
197,178,157
166,162,160
172,173,172
172,173,172
172,173,172
114,109,101
114,109,101
114,109,101
159,148,136
159,148,136
122,108,101
122,108,101
168,142,122
127,108,91
150,135,122
192,174,154
129,113,103
149,137,125
149,137,125
149,137,125
149,137,125
113,105,102
157,145,131
157,145,131
157,145,131
119,108,77
168,146,127
80,80,77
188,181,175
188,181,175
188,181,175
190,175,157
190,175,157
123,119,114
123,119,114
123,119,114
123,119,114
95,95,91
140,121,108
133,118,87
196,176,155
143,130,122
150,134,123
157,144,130
157,144,130
157,144,130
172,149,128
143,122,92
125,110,93
159,158,159
159,158,159
152,139,127
149,125,92
106, 99,94
147,146,144
148,131,101
171,168,170
143,126,96
159,155,151
158,145,135
144,134,131
144,134,131
150,138,125
150,138,125
150,138,125
150,138,125
131,125,121
151,152,152
151,152,152
144,131,122
190,171,150
190,171,150
190,171,150
113,105,96
169,168,157
169,168,157
136,146,151
136,146,151
146,132,124
164,142,122
157,138,118
157,138,118
157,138,118
157,138,118
154,140,126
164,140,120
140,125,119
90,83,79
190,172,151
190,172,151
190,172,151
136,109,74
136,109,74
136,109,74
136,109,74
120,115,115
150,137,125
146,125,109
137,137,134
137,137,134
159,154,148
123,119,114
123,119,114
123,119,114
163,140,119
163,140,119
163,140,119
114,108,96
165,166,165
145,131,123
148,135,122
178,175,174
154,146,139
168,147,127
192,173,151
192,173,151
192,173,151
132,113,95
153,140,126
153,140,126
168,168,167
168,168,167
168,144,123
168,144,123
168,144,123
168,144,123
147,145,145
153,140,126
127,100,70
152,141,131
167,144,123
147,135,126
160,145,130
160,145,130
139,136,137
139,136,137
121,119,119
121,119,119
91,88,85 
95,91,85 
95,91,85 
166,140,120
166,140,120
166,140,120
152,140,131
131,100,70
131,100,70
131,100,70
165,165,165
165,165,165
193,173,152
193,173,152
159,145,130
159,145,130
125,111,91
104,103,101
116,104,97
116,104,97
116,104,97
143,125,117
165,142,123
165,142,123
122,120,117
158,144,129
122,100,72
144,143,144
144,143,144
136,135,134
162,155,149
148,132,104
148,132,104
191,172,151
191,172,151
191,172,151
136,117,104
136,117,104
101, 99,96
101, 99,96
101, 99,96
101, 99,96
143,119,102
126,111,92
122,119,114
142,141,140
130,134,132
159,153,148
176,173,174
164,145,125
120,107,97
151,125,99
154,147,139
154,147,139
138,129,120
135,130,123
135,130,123
127,115,106
115,114,115
169,167,155
131,119,111
112,114,114
147,127,96
153,131,112
153,131,112
133,119,109
154,126,101
154,126,101
135,123,114
150,137,124
192,172,150
192,172,150
154,148,143
154,148,143
154,129,94
175,161,145
139,139,140
139,139,140
143,129,120
157,130,106
157,130,106
156,142,127
156,142,127
123,113,105
197,194,192
143,122,89
125,123,119
125,123,119
151,121,98
151,121,98
160,145,129
147,123,89
120,110,102
120,110,102
97,91,87
154,151,147
165,164,166
157,131,97
157,131,97
156,142,130
102, 97,93
191,171,150
191,171,150
126,110,87
157,130,96
157,130,96
157,130,96
157,130,96
206,205,203
206,205,203
153,147,144
154,148,142
154,148,142
151,125,98
165,160,155
141,122,115
141,122,115
119,105,82
119,105,82
137,135,136
140,128,116
140,128,116
119,113,103
119,113,103
155,143,128
171,166,163
137,136,136
128,129,131
195,176,155
195,176,155
149,143,139
149,143,139
153,140,127
164,140,119
132,133,135
142,126,113
142,126,113
167,145,125
167,145,125
132,133,135
147,134,121
148,142,134
161,138,104
120,106,87
175,164,149
169,164,159
169,164,159
141,123,104
145,131,121
153,139,122
163,142,110
159,146,131
169,148,126
114,110,102
114,110,102
141,136,128
141,136,128
198,179,158
134,122,114
128,107,77
133,116,104
161,151,141
102, 96,93
156,143,130
156,143,130
177,150,126
151,134,116
129,120,113
159,146,131
195,175,155
131,129,128
159,135,101
126,123,121
168,155,140
168,155,140
128,118,111
143,138,134
158,130,103
164,150,136
164,150,136
157,152,146
190,187,182
155,129,92
155,129,92
129,115,104
198,179,158
102, 97,90
151,123,89
131,129,128
151,146,144
157,137,103
157,132,110
163,159,158
148,127,95
150,143,135
150,143,135
174,144,119
133,131,130
153,132,114
132,113,96
114,108,103
131,122,115
151,128,109
159,133,98
159,133,98
163,128,98
163,128,98
185,182,177
153,152,153
137,120,109
152,125,91
152,125,91
152,125,91
192,173,152
130,117,109
115,109,111
115,109,111
188,169,148
175,166,154
121,110,105
147,142,137
121,117,113
104, 99,96
133,118,106
197,177,156
124,112,105
150,144,142
159,130,103
195,175,154
172,156,141
129,115,104
128,121,115
190,186,183
160,144,126
132,127,122
138,135,131
104, 97,91
192,173,152
149,148,145
149,145,142
127,110,100
186,184,179
164,131,97
189,170,149
133,114,83
160,145,128
132,131,129
136,114,84
102, 99,97
151,148,144
151,148,144
151,148,144
194,174,152
104,103,100
104,103,100
136,129,126
131,110,91
197,177,156
94,90,82
167,137,111
182,181,179
180,169,156
180,169,156
195,175,154
144,123,105
133,131,130
189,186,181
189,186,181
156,126,96
195,176,155
146,124,104
192,173,153
140,135,128
140,135,128
138,119,106
141,114,81
197,177,156
96,92,89
176,149,127
147,136,126
138,136,133
174,166,155
174,166,155
174,166,155
174,166,155
145,125,112
157,153,150
155,130,96
155,130,96
194,175,154
115,109,105
128,121,115
199,179,158
126,124,122
170,156,141
149,124,90
149,124,90
149,124,90
176,171,161
176,171,161
131,124,118
131,124,118
152,140,128
152,133,114
190,185,177
97,96,93
157,146,137
191,152,101
191,152,101
145,124,105
183,180,174
155,142,131
169,154,142
155,153,150
98,98,94
147,124,105
83,80,77
151,148,145
148,146,141
79,75,72
129,116,110
129,116,110
162,133,108
162,133,108
188,148,96
188,148,96
171,172,171
122,120,115
122,120,115
145,140,128
159,158,158
159,159,158
151,151,149
160,148,133
160,148,133
160,148,133
160,148,133
131, 98,72
163,146,127
129,112,80
145,128,113
154,130,105
196,177,155
196,177,155
196,177,155
131,129,129
154,152,148
178,160,147
163,152,140
163,152,140
163,152,140
133,120,107
137,118,84
148,131,121
108,107,104
108,107,104
136,124,112
151,149,141
195,176,154
195,176,154
195,176,154
118,110,104
118,110,104
132,130,129
151,128,106
151,128,106
192,153,101
192,153,101
169,153,136
95,90,85
157,150,149
164,162,159
93,87,78
93,87,78
144,112,81
144,112,81
130,128,127
164,139,119
127,116,107
177,153,133
131,129,128
153,133,111
131,116,106
147,110,76
147,110,76
147,110,76
200,180,160
137,103,72
137,103,72
137,103,72
172,170,169
125,120,116
126,111,105
126,111,105
126,111,105
126,111,105
126,111,105
150,136,122
160,157,154
93,90,86
199,179,158
147,136,126
147,136,126
112,110,101
161,145,128
159,154,152
107,108,104
179,160,142
191,186,185
191,186,185
191,186,185
178,155,130
129,109,101
129,109,101
129,109,101
129,109,101
129,109,101
129,109,101
129,109,101
147,146,146
153,152,148
153,152,148
153,152,148
153,152,148
149,141,129
132, 97,67
132, 97,67
132, 97,67
132, 97,67
175,158,143
175,158,143
164,151,140
201,181,160
149,138,127
157,145,134
148,136,122
148,136,122
197,177,155
160,155,153
151,140,126
155,153,151
155,153,151
155,153,151
145,122,106
193,181,158
140,137,133
135,128,125
135,128,125
157,154,146
95,86,82
160,155,152
198,185,169
194,174,153
194,174,153
194,174,153
88,89,90
175,162,148
138,137,135
158,154,147
155,150,148
185,160,143
165,145,123
161,140,116
172,167,165
144,144,143
144,144,143
144,144,143
192,179,162
158,152,151
148,146,144
148,146,144
148,146,144
194,175,154
194,175,154
194,175,154
138,136,136
108,107,103
108,107,103
138,130,124
125,111,103
163,141,118
144,125,110
169,149,130
161,141,119
120,109,101
191,171,150
191,171,150
191,171,150
165,162,157
160,154,152
126,120,115
126,120,115
190,179,164
151,147,144
151,147,144
151,147,144
159,154,152
157,154,151
157,154,151
157,154,151
157,154,151
153,146,144
117,105,98
156,151,149
177,172,171
177,172,171
179,145,95
179,145,95
179,145,95
179,145,95
161,158,151
175,170,169
175,170,169
195,175,155
195,175,155
195,175,155
141,128,115
141,128,115
163,159,152
182,170,157
157,152,150
155,148,144
155,148,144
155,151,143
155,151,143
132,127,124
198,182,166
128,106,91
113,109,104
160,156,149
160,156,149
160,156,149
149,145,144
149,145,144
149,145,144
155,153,152
197,156,100
118,111,105
201,187,172
201,187,172
100, 99,98
100, 99,98
151,150,145
151,150,145
151,150,145
151,150,145
129,123,118
129,123,118
129,123,118
135,133,130
148,132,119
153,151,149
168,165,159
161,134,112
147,142,140
144,141,137
116,110,105
169,146,126
152,148,146
130,129,125
130,129,125
130,129,125
147,125,107
93, 93,91
93, 93,91
93, 93,91
93, 93,91
126,125,122
177,160,144
145,126,111
131,132,133
180,165,149
180,165,149
152,141,130
152,141,130
152,141,130
152,141,130
123,123,116
123,123,116
123,123,116
146,128,113
167,151,136
182,178,176
141,122,106
141,122,106
131,127,123
152,149,148
172,171,167
216,197,183
154,149,147
167,164,158
190,173,155
190,173,155
164,160,155
163,143,121
139,133,131
132,131,129
152,152,149
186,168,154
147,142,140
162,142,121
157,152,151
150,132,117
185,169,152
133,128,121
133,128,121
133,128,121
162,143,123
127,126,125
131,114,101
153,133,118
125,107,94
138,135,131
171,168,162
153,135,122
169,166,164
155,135,113
135,130,127
176,145,133
111,104,99
155,149,147
155,149,147
155,149,147
158,156,154
149,131,115
104,103,101
104,103,101
104,103,101
175,150,134
166,163,157
116,111,108
116,111,108
153,149,147
122,112,106
160,156,153
194,175,157
168,169,168
132,131,128
193,180,165
179,159,141
