AllPixelMeanR,AllPixelMeanG,AllPixelMeanB
161,157,153
205,183,57
205,183,57
205,183,57
204,180,47
204,180,47
204,180,47
163,158,154
163,158,154
163,158,154
195,176,42
195,176,42
195,176,42
169,165,161
169,165,161
169,165,161
169,165,161
148,129,99
148,129,99
148,129,99
163,139,105
163,139,105
205,178,52
205,178,52
170,166,163
161,143,115
151,144,137
156,137,107
207,185,74
207,185,74
207,185,74
159,141,114
156,137,110
158,140,111
158,140,111
152,133,102
152,133,102
152,133,102
209,182,49
209,182,49
209,182,49
159,141,109
159,141,109
159,141,109
160,143,116
160,143,116
138,136,134
164,143,109
164,143,109
161,145,117
161,145,117
161,145,117
161,145,119
161,145,119
156,139,111
156,139,111
184,165,40
184,165,40
184,165,40
184,165,40
161,145,119
161,145,119
161,145,119
204,182,61
204,182,61
204,182,61
159,144,115
159,144,115
170,147,110
170,147,110
170,147,110
170,147,110
162,145,118
162,145,118
155,137,109
155,137,109
155,137,109
159,141,112
159,141,112
159,141,112
159,140,107
159,140,107
159,140,107
162,145,115
162,145,115
161,143,117
161,143,117
157,139,114
157,139,114
157,139,114
158,141,114
158,141,114
158,141,114
156,138,109
156,138,109
160,142,113
160,142,113
163,144,114
163,144,114
160,149,132
159,141,108
159,141,108
159,141,108
161,149,134
159,141,114
159,141,114
160,143,117
160,143,117
161,143,113
161,143,113
161,143,113
161,143,113
158,141,111
158,141,111
158,141,111
154,136,106
154,136,106
154,136,106
154,136,106
154,136,106
154,136,106
160,139,105
160,139,105
160,139,105
156,136,103
156,136,103
156,136,103
156,138,106
156,138,106
156,138,106
156,138,106
156,138,106
159,141,109
159,141,109
159,141,109
161,140,111
161,140,111
161,139,104
161,139,104
154,136,105
154,136,105
154,136,105
154,136,105
160,139,105
160,139,105
160,139,105
155,137,107
155,137,107
155,137,107
155,137,107
161,143,111
161,143,111
161,143,111
156,137,106
156,137,106
156,137,106
156,137,106
156,137,106
163,146,118
163,146,118
167,148,115
167,148,115
167,148,115
164,145,114
164,145,114
164,145,114
156,137,110
156,137,110
156,137,110
156,137,110
159,141,111
159,141,111
158,140,113
158,140,113
158,140,113
161,143,116
161,143,116
159,142,114
159,142,114
158,140,112
158,140,112
152,134,106
152,134,106
152,134,106
152,134,106
159,141,113
159,141,113
159,141,113
157,139,111
157,139,111
157,139,111
157,139,108
157,139,108
157,139,108
158,141,111
158,141,111
158,141,111
151,133,104
151,133,104
151,133,104
151,133,104
149,131,104
149,131,104
149,130,100
149,130,100
151,133,105
151,133,105
151,133,105
159,140,108
159,140,108
159,140,108
158,139,108
158,139,108
158,139,108
156,138,108
156,138,108
154,135,105
154,135,105
152,132,107
152,132,107
195,177,162
170,159,148
146,132,106
146,132,106
173,164,153
167,158,145
189,171,156
157,139,110
157,139,110
159,140,111
159,140,111
160,143,113
160,143,113
160,143,113
182,160,145
182,160,145
162,145,116
162,145,116
162,145,116
162,145,116
170,160,149
170,160,149
184,163,147
184,163,147
184,163,147
158,140,110
158,140,110
164,155,144
164,155,144
164,155,144
182,160,143
182,160,143
182,160,143
182,160,143
166,156,144
166,156,144
166,156,144
166,156,144
147,133,106
147,133,106
147,133,106
178,156,139
178,156,139
178,156,139
178,156,139
178,156,139
164,153,142
164,153,142
164,153,142
164,153,142
164,153,142
149,134,106
149,134,106
180,157,140
180,157,140
149,138,113
149,138,113
149,138,113
149,138,113
170,162,148
170,162,148
184,163,146
184,163,146
184,163,146
156,138,110
156,138,110
156,138,110
156,138,110
163,154,141
163,154,141
163,154,141
180,158,141
180,158,141
180,158,141
180,158,141
151,132,104
151,132,104
151,132,104
165,156,144
165,156,144
165,156,144
165,156,144
180,158,140
180,158,140
180,158,140
180,158,140
180,158,140
167,157,144
167,157,144
167,157,144
167,157,144
167,157,144
148,131,104
148,131,104
148,131,104
155,139,114
155,139,114
155,139,114
179,170,159
179,170,159
154,136,104
154,136,104
154,136,104
181,159,142
181,159,142
181,159,142
167,159,148
167,159,148
167,159,148
183,161,144
183,161,144
183,161,144
183,161,144
160,142,116
160,142,116
160,142,116
165,156,145
165,156,145
165,156,145
165,156,145
184,163,145
184,163,145
184,163,145
184,163,145
184,163,145
190,185,181
190,185,181
190,185,181
165,157,146
165,157,146
165,157,146
165,157,146
165,157,146
158,134,118
151,132,104
151,132,104
148,129,103
148,129,103
148,129,103
148,129,103
150,138,126
150,138,126
150,138,126
154,133,107
154,133,107
145,133,121
145,133,121
145,133,121
145,133,121
156,132,117
156,132,117
156,132,117
156,132,117
156,132,117
147,136,122
147,136,122
147,136,122
147,136,122
147,136,122
165,140,123
165,140,123
160,150,138
160,150,138
168,142,124
168,142,124
168,142,124
159,148,134
159,148,134
159,148,134
146,121,90
146,121,90
179,156,138
179,156,138
179,156,138
179,156,138
160,150,136
160,150,136
160,150,136
160,150,136
159,134,117
159,134,117
159,134,117
159,134,117
159,134,117
155,142,131
155,142,131
155,142,131
155,142,131
155,142,131
169,158,145
169,158,145
169,158,145
169,158,145
169,158,145
173,162,151
173,162,151
173,162,151
173,162,151
158,131,99
158,131,99
177,154,137
177,154,137
177,154,137
173,162,150
173,162,150
173,162,150
178,155,138
178,155,138
146,134,122
146,134,122
146,134,122
142,130,118
142,130,118
142,130,118
142,130,118
165,139,123
165,139,123
165,139,123
165,139,123
165,139,123
144,131,118
144,131,118
144,131,118
144,131,118
144,131,118
157,134,118
157,134,118
157,134,118
157,134,118
157,134,118
141,116,89
141,116,89
142,132,120
142,132,120
142,132,120
142,132,120
142,132,120
153,139,126
153,139,126
153,139,126
153,139,126
147,126,111
147,126,111
147,126,111
147,126,111
145,134,122
145,134,122
145,134,122
145,134,122
150,127,112
150,127,112
150,127,112
150,127,112
150,127,112
149,138,126
149,138,126
149,138,126
149,138,126
149,138,126
174,155,139
174,155,139
174,155,139
162,153,144
162,153,144
162,153,144
174,155,139
174,155,139
174,155,139
174,155,139
167,159,149
167,159,149
167,159,149
167,159,149
174,154,137
174,154,137
174,154,137
174,154,137
174,154,137
165,156,145
165,156,145
165,156,145
165,156,145
165,156,145
186,165,147
186,165,147
186,165,147
186,165,147
186,165,147
172,162,152
172,162,152
172,162,152
172,162,152
172,162,152
193,173,157
193,173,157
193,173,157
193,173,157
173,163,153
173,163,153
173,163,153
173,163,153
189,169,151
189,169,151
189,169,151
172,162,150
172,162,150
172,162,150
192,172,155
192,172,155
192,172,155
192,172,155
192,172,155
177,167,156
177,167,156
177,167,156
177,167,156
177,167,156
188,168,151
188,168,151
188,168,151
188,168,151
188,168,151
171,161,149
171,161,149
171,161,149
171,161,149
171,161,149
194,175,159
158,142,117
158,142,117
180,172,162
193,174,158
193,174,158
159,144,119
159,144,119
159,144,119
176,167,157
176,167,157
158,141,114
191,172,155
191,172,155
191,172,155
159,143,118
159,143,118
159,143,118
156,139,114
156,139,114
156,139,114
191,171,155
191,171,155
191,171,155
191,171,155
190,171,154
190,171,154
190,171,154
190,171,154
157,142,116
157,142,116
157,142,116
157,142,116
174,166,154
174,166,154
174,166,154
174,166,154
188,168,150
188,168,150
188,168,150
148,124,95
156,138,109
156,138,109
165,155,144
165,155,144
165,155,144
193,174,158
193,174,158
177,170,159
177,170,159
163,142,105
163,142,105
163,142,105
163,142,105
163,142,105
188,168,151
188,168,151
188,168,151
171,162,151
171,162,151
171,162,151
156,140,115
156,140,115
148,123,94
148,123,94
148,123,94
180,158,141
180,158,141
180,158,141
180,158,141
162,153,140
162,153,140
162,153,140
162,153,140
178,157,140
178,157,140
178,157,140
178,157,140
178,157,140
161,152,141
161,152,141
161,152,141
161,152,141
161,152,141
162,143,115
162,143,115
162,143,115
162,143,115
183,162,146
183,162,146
164,156,145
164,156,145
156,139,109
156,139,109
184,163,145
184,163,145
184,163,145
167,159,148
167,159,148
167,159,148
165,142,127
165,142,127
165,142,127
165,142,127
160,144,118
160,144,118
160,144,118
158,147,135
158,147,135
158,147,135
158,147,135
152,145,135
161,138,122
161,138,122
161,138,122
161,138,122
161,138,122
155,144,134
155,144,134
155,144,134
155,144,134
155,144,134
147,121,92
147,121,92
147,121,92
179,158,143
179,158,143
179,158,143
179,158,143
147,140,127
169,148,133
169,148,133
169,148,133
169,148,133
169,148,133
147,137,131
147,137,131
147,137,131
147,137,131
147,137,131
177,155,138
177,155,138
177,155,138
177,155,138
177,155,138
162,151,142
162,151,142
162,151,142
162,151,142
162,151,142
169,139,106
169,139,106
169,139,106
169,139,106
188,168,152
174,165,155
173,166,156
189,170,153
173,166,155
190,171,155
174,167,157
191,172,157
169,159,151
188,169,152
188,169,152
172,163,153
172,163,153
185,165,149
185,165,149
185,165,149
169,159,150
169,159,150
169,159,150
169,161,150
169,161,150
169,161,150
169,161,150
154,147,136
170,161,150
170,161,150
170,161,150
170,161,150
170,161,150
187,167,151
187,167,151
172,162,153
172,162,153
181,160,143
181,160,143
181,160,143
170,162,152
170,162,152
170,162,152
181,159,143
181,159,143
181,159,143
181,159,143
169,159,149
169,159,149
169,159,149
169,159,149
180,159,142
180,159,142
180,159,142
180,159,142
180,159,142
167,156,146
167,156,146
167,156,146
167,156,146
167,156,146
185,164,148
185,164,148
185,164,148
171,161,150
171,161,150
171,161,150
185,164,149
185,164,149
185,164,149
185,164,149
158,140,115
158,140,115
158,140,115
175,166,156
175,166,156
175,166,156
175,166,156
158,141,111
158,141,111
159,142,119
159,142,119
159,142,119
159,142,119
156,135,122
156,135,122
156,135,122
156,135,122
156,135,122
159,150,139
159,150,139
159,150,139
159,150,139
159,150,139
160,141,127
160,141,127
160,141,127
160,141,127
159,151,142
159,151,142
159,151,142
159,151,142
148,130,112
164,143,128
164,143,128
164,143,128
160,151,141
160,151,141
160,151,141
159,143,116
159,143,116
154,134,119
154,134,119
158,151,141
158,151,141
148,141,126
156,137,107
156,137,107
156,137,107
158,139,125
163,154,142
161,142,128
161,142,128
159,149,138
159,149,138
163,146,122
163,146,122
163,146,122
163,144,130
163,144,130
163,144,130
164,154,143
164,154,143
164,154,143
161,144,117
161,144,117
165,145,130
165,145,130
165,145,130
165,145,130
155,146,136
155,146,136
155,146,136
155,146,136
145,138,127
145,138,127
164,146,121
164,146,121
164,146,121
147,137,129
147,137,129
147,137,129
147,137,129
158,142,115
158,142,115
145,139,128
156,137,123
156,137,123
156,137,123
153,144,132
153,144,132
153,144,132
158,142,113
158,142,113
158,142,113
152,143,132
152,143,132
152,143,132
152,143,132
151,134,107
151,134,107
151,134,107
155,140,112
155,140,112
155,140,112
160,138,123
160,138,123
160,138,123
154,145,133
154,145,133
154,145,133
158,141,114
158,141,114
158,141,114
163,141,125
163,141,125
163,141,125
163,141,125
150,142,131
150,142,131
150,142,131
150,142,131
173,150,132
173,150,132
173,150,132
173,150,132
173,150,132
151,139,127
151,139,127
151,139,127
151,139,127
151,139,127
139,133,124
139,133,124
162,145,116
162,145,116
162,145,116
177,154,137
177,154,137
177,154,137
177,154,137
166,156,144
166,156,144
166,156,144
166,156,144
157,138,108
157,138,108
157,138,108
157,138,108
157,138,108
188,167,150
188,167,150
162,144,115
162,144,115
170,162,151
170,162,151
184,162,145
184,162,145
184,162,145
169,160,149
169,160,149
169,160,149
182,158,141
182,158,141
182,158,141
182,158,141
159,141,109
159,141,109
159,141,109
166,156,145
166,156,145
166,156,145
166,156,145
158,141,115
158,141,115
158,141,115
156,137,107
156,137,107
162,152,142
162,152,142
162,152,142
162,152,142
162,152,142
155,136,104
155,136,104
155,136,104
170,149,133
170,149,133
170,149,133
170,149,133
157,138,107
157,138,107
157,138,107
157,147,137
157,147,137
157,147,137
157,147,137
157,139,110
157,139,110
157,139,110
165,144,130
165,144,130
165,144,130
165,144,130
163,153,143
163,153,143
163,153,143
163,153,143
162,144,115
162,144,115
162,144,115
162,144,115
162,144,115
158,148,139
158,148,139
158,148,139
158,148,139
158,148,139
144,124,104
144,124,104
158,140,113
158,140,113
158,140,113
167,159,147
167,159,147
161,144,115
161,144,115
161,144,115
156,137,109
156,137,109
156,137,109
156,137,109
160,142,116
160,142,116
162,144,116
162,144,116
160,142,114
160,142,114
160,142,114
160,142,114
136,134,135
136,134,135
158,138,110
158,138,110
158,138,110
167,148,116
167,148,116
167,148,116
167,148,116
127,126,126
156,138,107
156,138,107
156,138,107
156,138,107
126,124,124
126,124,124
163,146,119
163,146,119
163,146,119
161,144,114
161,144,114
161,144,114
161,144,114
160,142,111
160,142,111
158,140,112
158,140,112
164,148,124
164,148,124
164,148,124
162,143,113
162,143,113
162,143,113
166,144,111
166,144,111
166,144,111
162,144,112
162,144,112
162,144,112
143,137,127
162,145,118
162,145,118
162,145,118
161,143,118
161,143,118
161,143,118
161,143,118
161,143,118
153,135,109
153,135,109
153,135,109
153,135,109
161,143,114
161,143,114
161,143,114
158,139,109
158,139,109
158,139,109
146,141,127
146,137,125
90,81,77
90,81,77
201,197,193
202,199,195
202,199,195
202,199,195
201,201,197
201,201,197
201,201,197
203,201,198
203,201,198
155,155,154
151,149,149
156,153,152
156,153,152
145,142,141
143,141,139
143,141,139
155,152,150
155,152,150
147,145,143
147,145,143
143,141,140
143,141,140
153,150,148
153,150,148
131,118,113
131,118,113
126,115,107
126,115,107
126,115,107
127,117,108
127,117,108
121,111,103
121,111,103
121,111,103
121,111,103
143,133,125
143,133,125
140,131,122
140,131,122
140,131,122
128,118,109
128,118,109
128,118,109
108,98,86
119,102,92
119,102,92
123,109,98
131,117,106
131,117,106
130,115,104
130,115,104
127,109,98
127,109,98
127,109,98
184,121,123
184,121,123
184,121,123
201,133,133
201,133,133
201,133,133
137,125,115
137,125,115
138,124,112
134,117,104
134,117,104
210,142,145
146,126,111
146,126,111
144,119,101
144,119,101
144,119,101
129,128,128
162,161,161
150,148,144
150,148,144
104,105,104
104,105,104
154,151,147
108,103,96
111,107,100
111,106,99
111,106,99
177,155,136
177,155,136
162,158,151
162,158,151
162,158,151
162,158,151
151,139,125
151,139,125
162,164,161
162,164,161
184,181,174
184,181,174
184,181,174
185,182,175
185,182,175
185,182,175
183,180,174
183,180,174
183,180,174
171,162,152
168,159,149
168,159,149
146,143,137
146,143,137
146,143,137
169,148,125
109,97,82
109,97,82
157,137,111
172,162,152
152,149,145
152,149,145
152,149,145
176,166,157
176,167,158
168,166,159
168,166,159
168,166,159
168,166,160
168,166,160
168,166,160
168,158,149
175,165,155
177,167,158
165,161,156
165,161,156
146,144,138
146,144,138
146,144,138
146,144,138
146,144,138
186,183,178
186,183,178
186,183,178
181,177,171
181,177,171
119,110,100
200,200,197
135,130,122
135,130,122
115,107,97
151,149,145
151,149,145
151,149,145
123,113,103
158,153,152
165,152,140
188,184,181
188,184,181
189,186,182
146,143,142
171,169,167
171,169,167
167,164,163
165,166,163
165,166,163
177,174,170
177,174,170
174,171,170
174,171,170
156,153,150
156,153,150
156,153,150
156,153,150
171,168,167
171,168,167
171,168,167
179,177,175
179,177,175
173,171,169
173,171,169
166,164,162
166,164,162
166,164,162
173,171,169
173,171,169
170,168,166
170,168,166
170,168,166
170,168,166
170,168,166
170,168,166
170,154,139
183,164,146
178,158,138
174,157,140
170,150,132
168,150,133
168,150,133
162,150,139
162,150,139
141,129,118
141,125,111
130,120,107
116,106,96
116,106,96
184,169,152
145,144,139
211,197,180
157,163,159
146,145,140
146,145,140
158,165,160
158,165,160
196,180,163
158,142,117
163,137,116
163,137,116
163,137,116
170,170,164
170,170,164
148,127,117
148,127,117
166,151,145
166,151,145
156,159,157
156,159,157
193,163,145
193,163,145
138,116,106
138,116,106
162,150,140
162,150,140
162,150,140
112,89,72
112,89,72
178,157,147
178,157,147
202,187,176
202,187,176
202,187,176
202,187,176
138,116,110
138,116,110
134,112,106
134,112,106
141,117,109
141,117,109
149,149,146
149,149,146
117,109,105
117,109,105
162,160,156
129,111,88
140,120,101
156,152,147
156,152,147
146,125,107
146,125,107
160,157,152
160,157,152
160,157,152
159,155,150
159,155,150
142,139,135
146,140,134
150,148,144
154,149,144
148,146,144
175,174,173
171,171,169
166,165,164
152,146,139
152,146,139
152,146,139
152,146,139
151,145,141
151,145,141
151,145,141
151,145,141
175,175,173
191,188,187
191,188,187
204,202,200
204,202,200
156,155,152
156,155,152
154,151,148
154,151,148
161,159,155
161,159,155
151,148,145
151,148,145
164,164,160
164,164,160
166,163,159
166,163,159
172,172,170
167,165,161
167,165,161
164,161,158
164,161,158
147,146,145
147,146,145
179,163,144
179,163,144
166,165,163
166,165,163
166,165,163
166,165,163
148,144,142
140,138,136
140,138,136
180,177,172
180,177,172
157,154,151
157,154,151
167,166,164
167,166,164
144,140,132
144,140,132
144,140,132
135,134,132
135,134,132
159,156,153
159,156,153
187,176,161
150,148,145
150,148,145
193,182,168
188,177,161
103,99,94
185,171,154
135,124,111
135,124,111
105,104,100
168,170,169
168,170,169
171,173,172
207,162,101
147,147,147
147,147,147
149,149,149
153,152,150
150,149,148
150,149,150
150,149,150
167,168,168
167,168,168
151,151,149
114,99,76
143,143,143
147,146,146
137,130,125
167,166,161
167,166,161
167,166,161
150,147,142
150,147,142
167,164,160
151,149,148
151,149,148
161,159,155
147,145,142
147,145,142
147,145,142
153,152,149
153,152,149
168,165,160
168,165,161
151,150,145
178,175,172
178,175,172
141,140,139
178,177,176
178,177,176
150,149,147
150,149,147
159,158,155
142,130,116
142,130,116
113,106,102
113,106,102
114,110,101
114,110,101
203,200,197
203,200,197
120,112,107
153,152,149
153,152,149
143,139,133
143,139,133
104,103,102
127,128,127
127,128,127
132,124,118
132,124,118
163,71,153
163,71,153
144,131,113
144,131,113
144,131,113
145,145,144
165,165,161
165,165,161
160,160,155
160,160,155
160,160,155
154,154,149
154,154,149
154,154,149
154,154,149
156,155,151
156,155,151
157,156,152
157,156,152
145,144,144
155,154,149
155,154,149
155,154,149
150,124,101
150,124,101
157,156,153
157,156,153
157,156,153
126,126,126
160,160,156
160,160,156
160,160,156
162,161,157
162,161,157
162,161,157
163,162,158
163,162,158
163,162,158
160,159,155
160,159,155
160,159,155
159,159,155
159,159,155
160,160,156
160,160,156
160,160,156
161,161,157
161,161,157
161,161,157
160,159,155
160,159,155
160,159,155
160,159,155
161,160,156
161,160,156
161,160,156
161,160,156
160,159,155
160,159,155
160,159,155
160,159,155
160,159,155
133,125,125
157,157,152
157,157,152
157,157,152
157,157,152
160,160,156
160,160,156
150,149,146
150,149,146
158,158,153
158,158,153
158,158,153
152,151,149
152,151,149
152,151,149
162,161,156
162,161,156
162,161,156
154,152,151
154,152,151
154,152,151
154,152,151
160,160,156
160,160,156
160,160,156
154,152,153
154,152,153
148,147,146
148,147,146
152,150,149
152,150,149
152,150,149
152,151,151
152,151,151
160,160,155
160,160,155
160,160,155
160,160,155
152,151,148
152,151,148
134,131,127
134,131,127
134,131,127
161,162,157
161,162,157
161,162,157
161,162,157
161,162,157
157,156,153
157,156,153
157,156,153
157,156,153
161,160,156
161,160,156
161,160,156
162,162,158
162,162,158
162,162,158
191,186,179
154,139,126
154,139,126
154,139,126
120,53,124
120,53,124
159,158,153
148,143,140
148,143,140
146,138,132
146,138,132
127,119,116
127,119,116
127,119,116
153,144,139
153,144,139
154,145,139
154,145,139
155,147,141
155,147,141
157,147,141
157,147,141
168,158,151
168,158,151
166,156,150
166,156,150
167,158,153
167,158,153
136,134,133
166,157,152
166,157,152
147,143,136
148,139,133
148,139,133
149,140,135
149,140,135
150,139,132
150,139,132
161,153,147
161,153,147
161,153,147
151,140,132
151,140,132
140,131,126
140,131,126
151,141,136
151,141,136
149,141,135
149,141,135
151,145,138
147,138,133
147,138,133
175,171,167
138,132,129
138,132,129
138,131,127
138,131,127
139,130,126
139,130,126
165,161,157
165,161,157
139,133,130
139,133,130
140,134,130
140,134,130
173,169,165
173,169,165
143,132,126
143,132,126
137,132,128
137,132,128
138,132,128
138,132,128
133,128,124
133,128,124
130,124,121
130,124,121
153,140,131
153,140,131
145,136,130
145,136,130
157,148,144
157,148,144
154,147,143
154,147,143
151,143,137
151,143,137
152,143,137
152,143,137
156,147,141
156,147,141
157,145,137
157,145,137
148,139,134
148,139,134
149,140,131
149,140,131
162,149,140
162,149,140
162,153,145
162,153,145
166,157,152
166,157,152
143,135,130
143,135,130
145,136,130
145,136,130
150,138,131
150,138,131
150,138,131
150,138,131
188,165,143
154,146,139
154,146,139
158,150,142
158,150,142
155,146,141
155,146,141
165,148,136
156,147,142
156,147,142
150,138,130
150,138,130
150,137,129
150,137,129
160,148,125
160,148,125
150,139,131
150,139,131
155,147,141
155,147,141
153,144,138
153,144,138
158,150,144
158,150,144
139,135,132
139,135,132
147,138,135
147,138,135
147,138,134
147,138,134
193,190,187
193,190,187
202,200,195
202,200,195
196,189,186
196,189,186
144,138,134
144,138,134
150,143,138
150,143,138
146,140,136
146,140,136
162,155,151
162,155,151
157,152,148
157,152,148
160,154,149
160,154,149
154,145,139
154,145,139
156,147,141
156,147,141
152,142,136
152,142,136
155,145,136
155,145,136
164,153,147
164,153,147
165,154,147
165,154,147
163,153,147
163,153,147
149,142,137
149,142,137
154,144,138
154,144,138
143,136,132
143,136,132
160,149,145
160,149,145
155,153,154
159,149,145
159,149,145
162,153,148
162,153,148
161,152,147
161,152,147
163,153,149
163,153,149
164,159,154
164,159,154
164,159,154
164,159,154
158,149,141
158,149,141
176,168,160
147,141,138
147,141,138
136,132,128
136,132,128
162,157,158
162,157,158
162,157,158
162,157,158
143,137,133
143,137,133
140,132,127
140,132,127
149,147,146
143,134,126
143,134,126
138,129,124
138,129,124
143,140,141
135,129,126
135,129,126
168,161,155
168,161,155
168,161,155
168,161,155
167,161,155
167,161,155
167,161,155
167,161,155
152,144,141
152,144,141
170,166,167
151,140,136
151,140,136
166,160,155
166,160,155
166,160,155
166,160,155
166,160,155
154,139,134
154,139,134
149,148,146
149,148,146
121,110,105
121,110,105
169,163,158
169,163,158
169,163,158
169,163,158
148,139,134
148,139,134
143,143,140
143,143,140
138,130,124
138,130,124
163,156,151
163,156,151
141,131,125
141,131,125
151,142,134
151,142,134
136,125,119
136,125,119
140,129,123
140,129,123
157,148,138
157,148,138
149,149,146
149,149,146
149,149,146
131,125,122
131,125,122
146,145,143
163,163,159
163,163,159
163,163,159
133,127,124
133,127,124
136,129,124
136,129,124
140,131,126
140,131,126
156,148,138
156,148,138
171,164,159
171,164,159
171,164,159
167,165,164
163,163,159
163,163,159
163,163,159
146,138,135
146,138,135
146,138,135
146,138,135
159,165,163
159,165,163
137,133,130
137,133,130
171,164,158
171,164,158
171,164,158
171,164,158
171,164,158
152,145,140
152,145,140
164,164,155
164,164,155
164,164,155
171,167,162
171,167,162
172,167,162
172,167,162
174,168,161
174,168,161
157,162,162
157,162,162
156,147,140
156,147,140
187,193,196
174,169,163
174,169,163
167,152,146
167,152,146
170,155,150
170,155,150
193,196,192
193,196,192
172,163,155
172,163,155
172,163,155
154,146,141
154,146,141
174,169,164
174,169,164
174,169,164
157,149,144
157,149,144
152,145,141
152,145,141
149,142,138
149,142,138
167,161,156
167,161,156
167,161,156
169,163,158
169,163,158
169,163,158
167,161,157
167,161,157
167,161,157
153,147,142
153,147,142
168,163,158
168,163,158
168,163,158
162,157,153
162,157,153
170,164,160
170,164,160
170,164,160
161,156,152
161,156,152
155,147,141
155,147,141
172,167,163
172,167,163
149,141,136
149,141,136
170,165,160
170,165,160
170,165,160
170,165,160
170,165,160
141,133,128
141,133,128
146,137,133
146,137,133
168,162,157
158,148,142
158,148,142
162,155,148
162,155,148
162,155,148
161,151,145
161,151,145
159,152,145
159,152,145
159,152,145
194,188,175
182,176,171
182,176,171
182,176,171
184,179,164
150,140,133
150,140,133
181,176,170
181,176,170
181,176,170
181,176,170
193,187,175
190,184,171
187,181,167
155,145,139
155,145,139
191,186,173
156,146,141
156,146,141
156,145,140
156,145,140
195,190,175
198,194,182
198,194,182
154,145,140
154,145,140
192,186,172
150,141,135
150,141,135
152,142,138
152,142,138
189,179,167
156,146,140
156,146,140
171,166,152
141,133,127
141,133,127
148,138,131
148,138,131
184,177,161
149,139,133
149,139,133
180,175,160
132,125,121
132,125,121
188,183,167
171,165,152
190,184,169
156,145,140
156,145,140
192,187,174
152,142,137
152,142,137
155,144,139
155,144,139
137,129,124
137,129,124
201,195,181
175,169,155
130,122,117
130,122,117
138,129,125
138,129,125
146,137,132
146,137,132
148,139,134
148,139,134
193,189,178
134,127,119
134,127,119
134,127,119
200,199,186
135,127,122
135,127,122
127,120,117
127,120,117
177,170,155
138,138,138
129,123,119
129,123,119
146,140,135
146,140,135
182,176,162
182,176,162
132,124,119
132,124,119
144,140,133
144,140,133
130,123,118
130,123,118
185,177,162
124,117,113
124,117,113
173,165,152
187,180,165
137,131,127
137,131,127
138,137,136
138,137,136
133,127,123
133,127,123
111,130,134
111,130,134
111,130,134
111,130,134
189,182,164
189,182,164
187,179,165
187,179,165
199,191,176
199,191,176
199,191,176
146,145,142
146,145,142
146,145,142
146,145,142
183,177,165
183,177,165
183,177,165
164,154,145
164,154,145
164,154,145
190,186,174
190,186,174
190,186,174
160,157,146
160,157,146
163,154,149
163,154,149
135,133,129
135,133,129
174,167,154
174,167,154
173,164,159
173,164,159
173,164,159
151,149,145
151,149,145
122,112,103
122,112,103
122,112,103
191,184,171
191,184,171
191,184,171
191,185,171
191,185,171
192,183,167
192,183,167
193,186,171
193,186,171
193,186,171
164,155,141
164,155,141
178,171,156
178,171,156
179,173,159
179,173,159
174,170,158
174,170,158
131,122,115
131,122,115
131,122,115
131,122,115
182,174,160
182,174,160
181,174,161
181,174,161
107,108,109
107,108,109
191,190,178
191,190,178
109,109,110
109,109,110
178,169,156
178,169,156
178,169,156
116,116,118
116,116,118
193,185,174
193,185,174
193,185,174
130,121,115
130,121,115
130,121,115
143,142,142
143,142,142
143,142,142
143,142,142
200,194,181
200,194,181
200,194,181
175,167,153
175,167,153
175,167,153
185,178,165
185,178,165
185,178,165
185,179,168
185,179,168
185,179,168
203,190,174
203,190,174
203,190,174
127,115,104
127,115,104
127,115,104
127,115,104
190,186,175
190,186,175
164,159,147
164,159,147
164,159,147
164,159,147
161,156,154
161,154,150
149,148,146
149,148,146
155,149,146
161,158,154
114,114,112
143,141,139
143,141,139
126,115,107
126,115,107
126,115,107
138,137,134
138,137,134
138,137,134
157,151,149
139,139,139
139,139,139
155,149,147
161,155,153
159,154,152
160,154,151
138,137,136
138,137,136
147,147,146
155,141,129
192,187,172
188,182,165
139,138,135
139,138,135
146,135,131
146,135,131
183,177,161
183,178,162
131,99,72
189,182,167
189,182,167
193,187,173
144,141,138
144,141,138
144,141,138
144,141,138
159,153,151
135,127,123
135,127,123
135,127,123
135,127,123
173,142,124
150,145,143
150,145,143
150,145,143
161,155,153
161,155,153
161,155,153
151,140,134
151,140,134
116,116,116
161,153,151
161,153,151
161,153,151
159,155,153
159,155,153
159,155,153
128,119,116
128,119,116
128,119,116
143,144,143
143,144,143
153,147,146
153,147,146
153,147,146
152,145,140
152,145,140
160,153,150
160,153,150
160,153,150
154,147,142
154,147,142
134,133,129
134,133,129
127,120,116
127,120,116
127,120,116
161,157,156
161,157,156
161,157,156
161,157,156
152,144,140
152,144,140
152,144,140
172,169,163
172,169,163
165,150,149
165,150,149
160,160,152
160,160,152
160,154,151
160,154,151
118,109,101
118,109,101
118,109,101
118,109,101
118,109,101
149,143,141
149,143,141
149,143,141
161,154,152
161,154,152
161,154,152
150,118,104
150,118,104
150,139,126
150,139,126
149,148,146
149,148,146
149,148,146
149,148,146
179,172,165
168,160,157
168,160,157
168,160,157
161,154,152
161,154,152
170,154,152
170,154,152
147,143,135
147,143,135
164,156,154
164,156,154
164,156,154
163,158,156
163,158,156
165,161,161
165,161,161
162,157,157
162,157,157
162,157,155
162,157,155
150,148,145
150,148,145
150,148,145
150,148,145
150,148,145
155,147,145
155,147,145
155,147,144
155,147,144
190,179,166
190,179,166
121,111,104
121,111,104
121,111,104
