AllPixelMeanR,AllPixelMeanG,AllPixelMeanB
169,168,166
171,170,169
171,170,169
173,173,171
173,173,171
137,117,99
137,117,99
165,157,151
165,157,151
195,191,187
159,159,158
167,167,166
181,172,163
181,172,163
170,169,168
170,169,168
168,168,168
168,168,168
158,157,156
158,157,156
177,172,165
177,172,165
177,172,165
174,170,166
157,142,123
157,142,123
175,171,168
159,144,125
157,143,124
165,164,161
165,164,161
165,164,161
152,138,121
152,138,121
152,138,121
161,156,151
161,156,151
161,156,151
144,135,123
144,135,123
153,140,123
153,140,123
140,129,124
140,129,124
138,124,108
138,124,108
138,124,108
149,137,123
174,173,171
174,173,171
108,104,98
108,104,98
151,138,121
151,138,121
151,138,121
151,144,134
151,144,134
156,151,149
156,151,149
156,151,149
108,100,98
108,100,98
155,149,147
155,149,147
155,149,147
155,149,147
128,118,110
130,119,108
143,136,127
143,136,127
124,115,112
124,115,112
124,115,112
119,114,112
119,114,112
172,171,169
172,171,169
128,126,123
128,126,123
132,125,119
129,122,117
135,125,116
128,122,117
164,163,160
130,123,117
171,170,168
152,149,146
152,149,146
152,149,146
135,126,116
131,124,120
167,166,163
170,169,167
169,167,164
127,121,116
170,166,161
170,166,161
157,123,75
157,123,75
130,123,119
132,123,113
128,122,117
165,134,92
165,134,92
165,134,92
141,136,134
141,136,134
141,136,134
128,122,118
132,125,119
181,177,174
129,123,118
128,121,116
128,122,117
131,121,112
153,152,149
153,152,149
150,149,147
150,149,147
144,145,146
144,145,146
109,83,57
109,83,57
130,121,111
129,123,117
149,149,150
149,149,150
149,149,150
135,106,73
135,106,73
141,130,120
141,130,120
133,126,122
172,140,96
172,140,96
176,171,170
144,112,74
144,112,74
144,112,74
142,110,75
142,110,75
142,110,75
142,110,75
130,120,111
151,120,84
151,120,84
175,170,169
142,139,132
142,139,132
161,130,91
161,130,91
161,130,91
174,169,167
131,124,119
135,105,70
135,105,70
128,121,116
174,168,165
142,110,71
142,110,71
172,156,140
172,156,140
132,123,112
127,120,114
162,130,91
162,130,91
136,130,126
140,133,125
138,130,121
138,130,122
136,131,127
135,127,119
135,129,125
140,132,124
133,128,124
175,172,169
175,172,169
172,156,141
139,131,123
135,130,125
136,131,127
139,131,122
140,133,125
135,129,125
132,126,121
138,130,122
135,129,125
135,130,125
137,128,120
164,159,155
164,159,155
133,123,120
133,123,120
141,132,126
141,132,126
176,175,171
135,128,122
135,128,122
163,162,160
130,121,111
130,121,111
133,129,126
133,129,126
132,123,113
132,123,113
130,126,123
130,126,123
129,123,118
129,123,118
154,149,146
131,124,119
131,124,119
175,159,144
175,159,144
175,159,144
128,121,116
128,121,116
131,121,112
131,121,112
127,120,114
127,120,114
134,124,114
134,124,114
132,122,112
132,122,112
128,121,115
128,121,115
126,119,114
126,119,114
131,121,111
131,121,111
178,177,173
178,177,173
178,177,173
131,122,113
131,122,113
132,122,112
132,122,112
127,119,113
127,119,113
128,120,115
128,120,115
132,123,114
132,123,114
129,122,116
129,122,116
131,123,117
131,123,117
125,118,113
125,118,113
128,121,115
128,121,115
135,129,124
135,129,124
137,127,118
137,127,118
134,128,124
134,128,124
131,122,112
131,122,112
129,122,117
129,122,117
131,121,112
131,121,112
132,125,120
132,125,120
133,123,114
133,123,114
133,127,122
133,127,122
130,121,110
130,121,110
130,124,118
130,124,118
127,122,115
127,122,115
128,121,115
172,157,141
172,157,141
131,121,111
131,121,111
132,123,114
132,123,114
133,124,115
133,124,115
132,125,120
132,125,120
138,131,123
138,131,123
138,131,123
136,128,120
136,128,120
134,128,123
134,128,123
134,128,123
142,135,128
142,135,128
132,125,120
132,125,120
136,127,119
136,127,119
169,164,159
169,164,159
169,164,159
139,133,128
139,133,128
193,191,187
193,191,187
140,131,123
140,131,123
140,131,123
163,155,151
163,155,151
163,155,151
163,155,151
134,125,117
134,125,117
134,125,117
138,129,121
138,129,121
138,129,121
135,129,124
135,129,124
135,129,124
143,129,108
143,129,108
205,204,201
137,131,127
137,131,127
137,131,127
139,131,123
139,131,123
139,131,123
140,134,124
140,134,124
140,134,124
138,130,122
138,130,122
138,130,122
106,84,65
106,84,65
139,130,122
139,130,122
139,130,122
138,132,127
138,132,127
138,132,127
140,132,123
140,132,123
135,129,124
135,129,124
135,129,124
141,133,125
141,133,125
140,132,124
140,132,124
171,164,162
171,164,162
171,164,162
171,164,162
141,133,124
141,133,124
134,129,125
134,129,125
136,130,125
136,130,125
133,127,122
133,127,122
133,127,122
135,127,119
135,127,119
135,127,119
142,134,125
142,134,125
142,134,125
136,130,126
136,130,126
136,130,126
136,128,120
136,128,120
133,127,124
133,127,124
133,125,117
133,125,117
93,78,62
93,78,62
93,78,62
93,78,62
134,128,123
134,128,123
133,125,117
133,125,117
86,85,85
86,85,85
86,85,85
133,127,122
133,127,122
132,124,115
132,124,115
130,123,119
130,123,119
135,127,119
135,127,119
137,131,127
137,131,127
136,131,126
136,131,126
136,128,120
136,128,120
140,134,130
140,134,130
141,136,132
141,136,132
137,129,121
137,129,121
133,125,117
133,125,117
157,152,149
157,152,149
157,152,149
142,137,132
142,137,132
141,136,131
141,136,131
136,128,120
136,128,120
139,134,129
139,134,129
131,124,116
131,124,116
135,127,118
135,127,118
156,153,151
122,122,118
122,122,118
134,127,123
134,127,123
143,137,135
143,137,135
143,137,135
164,159,155
164,159,155
164,159,155
164,159,155
161,160,156
161,160,156
124,123,121
124,123,121
124,123,119
124,123,119
131,123,115
131,123,115
130,122,113
130,122,113
139,133,128
139,133,128
123,122,118
123,122,118
128,121,113
128,121,113
127,120,112
127,120,112
199,198,192
115,114,111
115,114,111
140,135,131
140,135,131
156,155,150
156,155,150
132,124,116
132,124,116
124,123,119
124,123,119
131,124,116
131,124,116
202,200,194
202,200,194
202,200,194
202,200,194
130,123,114
130,123,114
121,120,116
121,120,116
138,132,128
138,132,128
139,133,128
139,133,128
169,162,160
169,162,160
132,124,116
132,124,116
137,132,127
137,132,127
136,128,120
136,128,120
143,138,133
143,138,133
132,124,117
132,124,117
127,125,122
127,125,122
128,121,113
128,121,113
140,135,130
140,135,130
135,129,124
135,129,124
131,124,116
131,124,116
136,134,132
136,134,132
140,134,130
140,134,130
134,131,128
134,131,128
130,123,115
130,123,115
134,127,119
134,127,119
135,129,124
135,129,124
137,134,132
137,134,132
163,160,154
163,160,154
135,129,125
135,129,125
206,205,202
206,205,202
126,124,121
126,124,121
135,130,126
135,130,126
131,124,116
131,124,116
131,129,126
131,129,126
129,121,113
129,121,113
138,133,128
138,133,128
127,120,113
127,120,113
136,130,126
136,130,126
130,129,126
130,129,126
132,130,128
132,130,128
133,131,129
133,131,129
165,160,156
165,160,156
134,132,130
134,132,130
132,124,116
132,124,116
133,131,130
133,131,130
137,131,127
137,131,127
131,123,115
131,123,115
130,128,125
130,128,125
131,130,127
131,130,127
133,132,129
133,132,129
142,136,131
142,136,131
130,126,117
130,126,117
133,130,127
133,130,127
129,122,113
129,122,113
133,126,121
133,126,121
132,126,121
132,126,121
129,123,118
129,123,118
131,123,115
131,123,115
137,131,126
137,131,126
127,120,111
127,120,111
160,155,154
160,155,154
160,155,154
131,125,120
131,125,120
132,125,117
132,125,117
132,126,121
132,126,121
132,127,123
132,127,123
137,130,124
137,130,124
132,130,127
132,130,127
131,122,114
131,122,114
128,119,111
128,119,111
193,192,189
130,127,125
130,127,125
133,124,115
133,124,115
132,123,114
132,123,114
131,128,126
131,128,126
134,124,116
134,124,116
132,123,115
132,123,115
136,127,120
136,127,120
134,132,129
134,132,129
179,178,175
132,130,127
132,130,127
135,128,120
135,128,120
131,124,116
133,127,122
136,134,131
136,134,131
137,128,119
187,186,183
132,125,120
138,136,133
138,136,133
146,144,142
146,144,142
133,125,118
129,127,124
129,127,124
128,121,113
131,129,126
131,129,126
129,127,124
129,127,124
134,126,119
136,130,125
127,125,123
127,125,123
127,126,123
127,126,123
119,118,115
119,118,115
126,124,121
126,124,121
134,127,119
127,124,121
127,124,121
131,125,120
133,127,122
134,131,128
134,131,128
129,121,112
131,129,125
131,129,125
129,121,113
130,127,124
130,127,124
136,130,125
136,129,121
132,129,125
132,129,125
130,127,123
130,127,123
141,135,127
129,121,114
139,133,129
134,132,128
134,132,128
135,132,130
135,132,130
118,116,113
118,116,113
130,127,124
130,127,124
119,117,113
119,117,113
144,131,118
144,131,118
144,131,118
108,107,103
108,107,103
130,128,125
130,128,125
132,130,127
132,130,127
129,128,125
129,128,125
133,131,128
133,131,128
130,129,126
130,129,126
173,163,151
173,163,151
123,121,118
123,121,118
130,130,127
130,130,127
130,129,126
130,129,126
126,124,122
126,124,122
135,133,131
135,133,131
143,136,122
143,136,122
143,136,122
143,136,122
137,135,134
137,135,134
138,136,133
138,136,133
144,134,124
147,138,126
129,119,108
129,119,108
133,120,106
133,120,106
133,120,106
127,120,112
134,121,105
134,121,105
134,121,105
134,121,105
155,154,152
145,144,142
131,129,127
142,141,139
139,123,104
139,123,104
146,134,120
146,134,120
135,121,104
135,121,104
122,111,99
122,111,99
203,178,54
203,178,54
204,181,52
204,181,52
204,181,52
169,148,124
205,181,61
205,181,61
205,181,61
202,176,47
202,176,47
206,182,58
206,182,58
206,182,58
204,178,60
204,178,60
204,178,55
204,178,55
206,178,51
206,178,51
206,178,51
207,182,64
207,182,64
207,182,64
204,181,65
204,181,65
204,181,65
205,177,52
205,177,52
205,179,54
205,179,54
205,176,51
205,176,51
205,176,51
203,177,49
203,177,49
105,108,103
208,184,66
208,184,66
210,177,51
210,177,51
114,98,87
114,98,87
105,91,82
105,91,82
105,91,82
104,87,76
104,87,76
104,87,76
94,80,70
94,80,70
207,182,51
207,182,51
207,182,51
85,67,57
85,67,57
84,73,67
84,73,67
101,84,77
101,84,77
101,84,77
205,179,70
205,179,70
108,86,76
108,86,76
202,175,55
202,175,55
211,178,53
211,178,53
206,180,60
206,180,60
205,182,59
205,182,59
205,182,59
197,171,55
197,171,55
203,177,49
153,150,146
113,95,79
150,147,145
150,147,145
149,146,143
112,96,82
143,140,138
143,140,138
154,155,151
138,124,109
138,124,109
142,129,118
156,154,152
153,151,149
153,151,149
150,148,147
150,148,147
142,140,139
142,140,139
137,135,133
137,135,133
76,54,37
76,54,37
158,146,130
160,148,130
160,148,130
151,150,145
104,80,59
104,78,61
104,78,61
112,79,54
112,79,54
136,133,128
136,133,128
131,120,118
131,120,118
131,120,118
131,120,118
112,91,72
112,91,72
111,79,56
111,79,56
121,106,96
121,106,96
87,59,39
87,59,39
143,140,140
143,140,140
141,138,137
141,138,137
156,155,155
156,155,155
156,155,155
144,142,141
144,142,141
144,142,141
146,143,143
146,143,143
146,143,143
149,146,146
149,146,146
113,99,85
113,99,85
152,145,132
150,142,127
150,142,127
149,141,128
168,168,165
132,132,131
132,132,131
156,155,151
156,155,151
176,175,172
156,154,146
156,153,147
156,153,147
176,175,172
175,174,171
176,176,173
174,173,170
166,165,162
176,175,172
173,172,169
171,170,167
144,144,143
140,139,138
141,142,140
171,171,167
165,165,164
165,165,164
165,165,164
151,149,138
151,149,138
174,173,170
135,134,131
135,134,131
135,134,131
135,134,133
135,134,133
135,134,133
174,173,170
134,133,130
134,133,130
174,173,170
170,169,166
174,173,170
175,175,172
172,172,169
173,172,170
163,163,160
173,172,169
174,174,170
173,171,168
173,172,170
174,174,171
172,171,169
172,171,169
172,172,169
176,175,172
174,173,170
174,173,169
152,148,145
152,148,145
200,159,105
198,159,107
198,159,107
198,157,104
196,153,101
201,157,104
208,205,202
208,205,202
208,205,202
194,190,186
194,190,186
194,190,186
208,206,203
208,206,203
197,154,102
197,154,102
140,140,133
140,140,133
207,204,202
207,204,202
207,204,202
204,202,201
145,144,138
145,144,138
163,155,145
163,155,145
152,140,124
152,140,124
107,97,84
107,97,84
149,140,127
149,140,127
131,127,123
131,127,123
111,97,81
111,97,81
157,146,135
157,146,135
136,121,102
136,121,102
130,123,118
130,123,118
172,163,153
115,102,86
115,102,86
142,138,134
142,138,134
122,107,93
122,107,93
155,141,128
155,141,128
165,159,148
165,159,148
165,159,148
138,131,125
138,131,125
108,109,105
108,109,105
108,94,79
108,94,79
149,139,127
149,139,127
140,140,138
110,100,92
110,100,92
111,102,93
111,102,93
111,102,93
111,102,93
117,108,101
117,108,101
117,108,101
118,107,100
118,107,100
118,107,100
118,107,100
119,109,101
119,109,101
119,109,101
159,155,153
159,155,153
80,78,74
80,78,74
80,78,74
160,154,148
160,154,148
160,154,148
158,152,145
158,152,145
158,152,145
129,118,111
129,118,111
161,155,148
161,155,148
161,155,148
160,154,146
131,128,124
148,146,141
148,146,141
141,136,129
141,136,129
142,138,132
142,138,132
160,154,147
144,139,134
116,111,104
116,111,104
116,111,104
162,156,150
162,156,150
159,153,145
159,153,145
159,153,145
159,153,145
159,153,145
146,143,136
179,166,150
179,166,150
147,144,137
147,144,137
153,149,141
180,165,147
180,165,147
180,165,147
154,148,143
189,174,156
189,174,156
209,195,181
209,195,181
180,166,149
180,166,149
196,183,165
196,183,165
207,196,181
207,196,181
182,164,142
182,164,142
159,157,155
159,157,155
178,161,142
178,161,142
163,159,157
163,159,157
161,158,158
161,158,158
156,155,152
161,158,156
161,158,156
117,112,109
162,159,156
162,159,156
162,159,156
162,159,156
126,117,106
158,154,153
158,154,153
158,154,153
159,156,154
159,156,154
160,158,156
156,154,154
156,154,154
159,158,155
159,158,155
102,77,62
116,99,75
156,154,152
156,154,152
160,157,155
160,157,155
160,157,155
137,119,101
161,157,156
161,157,156
158,156,154
158,156,154
152,147,140
152,147,140
138,131,124
138,131,124
170,165,164
170,165,164
170,165,164
139,134,127
139,134,127
139,134,127
134,129,120
134,129,120
134,129,120
132,128,120
132,128,120
160,152,146
160,152,146
158,156,156
158,156,156
128,123,119
128,123,119
131,126,123
131,126,123
128,124,120
128,124,120
189,183,178
139,135,131
139,135,131
152,132,109
152,132,109
152,132,109
152,132,109
136,132,128
136,132,128
177,171,168
167,149,126
167,149,126
167,149,126
134,130,126
134,130,126
126,122,119
126,122,119
185,163,142
185,163,142
185,163,142
134,129,126
134,129,126
146,141,138
146,141,138
197,183,163
197,183,163
197,183,163
197,183,163
130,126,123
130,126,123
166,160,153
166,160,153
166,160,153
144,134,126
172,152,130
172,152,130
172,152,130
201,195,192
201,195,192
123,114,108
134,112,90
134,112,90
131,127,123
131,127,123
142,137,134
142,137,134
206,194,176
201,188,171
208,193,171
208,193,171
189,187,184
208,195,182
208,195,182
199,197,196
201,199,197
211,199,187
211,199,187
195,193,191
192,189,186
192,189,186
197,194,192
196,181,164
196,181,164
193,190,188
171,162,153
142,135,127
142,135,127
141,134,128
141,134,128
208,194,175
199,196,194
145,139,135
145,139,135
205,190,172
205,190,172
143,137,132
143,137,132
187,183,181
137,134,130
137,134,130
197,195,192
153,135,116
153,135,116
153,135,116
153,135,116
135,131,127
135,131,127
137,132,126
137,132,126
142,137,132
142,137,132
143,139,135
143,139,135
137,134,132
137,134,132
136,133,130
136,133,130
137,133,128
137,133,128
143,139,135
143,139,135
144,137,131
144,137,131
143,136,129
143,136,129
144,138,133
144,138,133
152,152,151
152,152,151
152,152,151
152,152,151
167,165,164
167,165,164
167,165,164
141,135,130
141,135,130
141,135,130
141,135,130
165,164,162
165,164,162
148,143,138
148,143,138
147,141,135
147,141,135
132,128,125
132,128,125
142,137,132
142,137,132
139,134,129
139,134,129
150,146,142
150,146,142
151,146,143
151,146,143
163,162,162
163,162,162
136,131,126
136,131,126
165,165,165
165,165,165
150,145,140
150,145,140
150,145,141
150,145,141
165,168,169
165,168,169
144,141,137
144,141,137
168,166,166
168,166,166
136,129,120
136,129,120
136,129,120
172,171,171
172,171,171
172,171,171
136,131,125
136,131,125
142,135,128
142,135,128
157,156,156
157,156,156
138,133,129
138,133,129
127,119,108
127,119,108
170,169,169
170,169,169
151,144,140
151,144,140
163,163,162
163,163,162
152,145,141
152,145,141
148,142,136
148,142,136
148,143,138
148,143,138
152,144,147
152,144,147
137,142,139
137,142,139
137,142,139
137,142,139
152,144,140
152,144,140
150,142,137
150,142,137
143,138,133
143,138,133
141,135,130
141,135,130
121,118,115
121,118,115
81,82,77
81,82,77
127,123,120
127,123,120
146,141,135
146,141,135
145,139,132
145,139,132
145,140,134
145,140,134
140,134,128
140,134,128
167,157,144
167,157,144
148,142,135
148,142,135
149,143,136
149,143,136
162,154,147
162,154,147
162,154,147
162,154,147
142,139,135
142,139,135
138,134,131
138,134,131
139,134,128
139,134,128
143,137,131
143,137,131
142,136,131
142,136,131
142,135,129
142,135,129
133,122,112
132,126,120
132,126,120
118,110,102
141,135,129
141,135,129
144,138,132
144,138,132
144,139,133
144,139,133
144,136,127
144,136,127
143,137,130
143,137,130
141,135,127
141,135,127
140,133,126
140,133,126
137,125,119
128,115,105
128,115,105
146,135,124
146,135,124
134,124,119
134,124,119
113,116,110
112,105,103
127,126,122
184,173,157
184,173,157
184,173,157
193,182,167
118,117,114
89,81,74
126,111,102
126,111,102
126,111,102
199,187,174
148,148,149
148,148,149
202,186,169
149,148,149
200,185,170
118,116,117
118,116,117
162,151,140
150,149,148
150,149,148
160,152,141
171,166,159
171,166,159
171,166,159
151,150,148
151,150,148
151,150,148
167,159,147
167,159,147
170,156,143
170,156,143
129,117,106
129,117,106
129,117,106
99,91,84
99,91,84
147,146,146
147,146,146
147,146,146
175,171,165
175,171,165
172,171,168
172,171,168
172,171,168
172,171,168
172,171,168
172,171,168
172,171,168
167,162,154
166,162,154
166,162,154
162,155,149
162,155,149
162,155,149
133,124,113
133,124,113
133,124,113
154,149,143
154,149,143
159,153,147
159,153,147
151,147,140
151,147,140
151,147,140
149,143,137
149,143,137
157,152,146
157,152,146
153,148,141
153,148,141
151,145,139
151,145,139
157,152,146
157,152,146
154,149,143
154,149,143
139,137,128
139,137,128
139,137,128
139,137,128
154,149,143
154,149,143
155,150,144
155,150,144
155,150,144
142,141,135
142,141,135
179,175,170
152,147,141
152,147,141
139,137,131
139,137,131
158,153,147
158,153,147
141,143,138
141,143,138
141,143,138
164,159,145
144,141,134
144,141,134
127,131,130
127,131,130
127,131,130
144,124,103
144,124,103
144,124,103
144,141,134
144,141,134
144,141,134
144,141,134
137,133,125
137,133,125
137,133,125
158,139,118
158,139,118
158,139,118
160,156,149
141,136,129
141,136,129
141,136,129
141,136,129
141,137,129
141,137,129
111,108,105
111,108,105
160,155,148
160,155,148
160,155,148
132,112,94
132,112,94
132,112,94
137,130,125
137,130,125
141,136,125
141,136,125
178,166,154
134,127,123
134,127,123
147,121,143
147,121,143
141,135,131
141,135,131
140,134,131
140,134,131
168,158,148
168,158,148
138,114,125
138,114,125
173,165,156
173,165,156
173,165,156
130,124,120
130,124,120
167,159,149
133,125,120
133,125,120
135,128,124
135,128,124
140,119,98
140,119,98
159,157,153
158,156,152
158,156,152
143,136,130
143,136,130
142,134,128
142,134,128
149,146,141
155,152,150
159,157,155
159,157,155
148,140,135
148,140,135
180,177,173
162,161,158
162,161,158
162,161,158
164,163,161
164,163,161
164,163,161
176,173,169
134,132,131
142,134,127
142,134,127
177,173,169
160,151,140
134,126,120
134,126,120
141,132,125
141,132,125
154,145,138
154,145,138
154,144,138
154,144,138
142,133,124
142,133,124
136,127,122
136,127,122
131,122,116
131,122,116
149,139,132
149,139,132
176,173,170
150,140,133
150,140,133
181,178,174
173,172,169
173,172,169
191,190,184
191,190,184
171,169,167
171,169,167
146,143,141
189,185,180
189,185,180
172,171,169
172,171,169
171,169,167
173,171,169
173,171,169
170,169,166
170,169,166
151,146,145
153,147,146
190,187,182
190,187,182
183,179,173
183,179,173
126,112,105
132,130,126
132,130,126
132,130,126
132,130,126
132,130,126
184,180,174
184,180,174
179,176,171
179,176,171
142,138,132
142,138,132
142,138,132
185,182,178
185,182,178
184,181,177
184,181,177
185,180,174
185,180,174
157,154,149
157,154,149
157,154,149
162,155,148
175,174,171
175,174,171
175,174,171
175,174,171
172,170,166
172,170,166
172,170,166
125,110,102
125,110,102
139,137,131
139,137,131
139,137,131
157,154,152
157,154,152
157,154,152
157,154,152
157,154,152
179,157,138
179,157,138
143,125,113
143,125,113
150,147,145
150,147,145
150,147,145
150,147,145
170,152,132
170,152,132
170,152,132
179,176,173
179,176,173
179,176,173
137,135,129
137,135,129
137,135,129
170,161,153
170,161,153
198,183,167
198,183,167
185,165,147
185,165,147
196,180,164
196,180,164
139,139,133
139,139,133
139,139,133
175,172,169
175,172,169
175,172,169
193,176,159
193,176,159
161,146,131
161,146,131
138,138,139
138,138,139
170,167,164
170,167,164
170,167,164
170,167,164
170,167,164
141,141,141
164,137,117
164,137,117
164,137,117
164,137,117
179,176,174
179,176,174
179,176,174
179,176,174
176,173,171
176,173,171
176,173,171
153,130,102
153,130,102
153,130,102
178,175,173
178,175,173
130,112,100
130,112,100
183,180,178
207,193,178
207,193,178
207,193,178
207,193,178
132,117,106
132,117,106
181,179,177
181,179,177
181,179,177
122,110,102
122,110,102
192,189,188
192,189,188
189,187,185
131,118,109
131,118,109
131,118,109
143,126,113
143,126,113
143,126,113
143,126,113
141,139,133
141,139,133
141,139,133
141,139,133
208,193,176
127,112,102
127,112,102
127,112,102
189,186,185
139,134,130
139,134,130
188,168,150
188,168,150
188,168,150
197,193,191
190,187,185
143,139,135
143,139,135
143,139,135
154,132,115
154,132,115
154,132,115
183,180,178
183,180,178
187,185,183
135,119,106
135,119,106
135,119,106
135,119,106
135,119,106
130,125,124
130,125,124
130,125,124
136,119,106
136,119,106
131,125,123
131,125,123
131,125,123
131,125,123
182,164,147
182,164,147
182,164,147
141,140,133
141,140,133
141,140,133
168,163,160
152,143,125
152,143,125
184,182,180
184,182,180
184,182,180
184,182,180
184,182,180
154,129,99
154,129,99
154,129,99
184,182,180
184,182,180
184,182,180
184,182,180
150,147,136
142,139,132
142,139,132
142,139,132
142,139,132
191,188,187
191,188,187
195,191,189
147,126,109
147,126,109
147,126,109
170,166,164
170,166,164
170,166,164
170,166,164
181,177,175
181,177,175
181,177,175
181,177,175
181,177,175
147,141,135
147,141,135
147,141,135
195,192,190
145,139,134
145,139,134
136,134,126
136,134,126
136,134,126
146,138,131
146,138,131
144,136,129
144,136,129
144,136,129
185,183,177
185,183,177
185,183,177
185,183,177
139,136,129
139,136,129
143,136,128
143,136,128
143,136,128
143,136,128
114,104,98
143,135,127
143,135,127
143,135,127
119,106,98
127,124,122
127,124,122
127,124,122
127,124,122
127,124,122
141,134,126
141,134,126
141,134,126
141,134,126
141,135,128
141,135,128
141,135,128
135,133,126
135,133,126
135,133,126
129,111,101
135,117,105
135,117,105
165,148,126
165,148,126
165,148,126
165,148,126
153,129,111
153,129,111
153,129,111
153,129,111
116,106,100
116,106,100
139,137,131
139,137,131
178,175,172
178,175,172
178,175,172
178,175,172
176,173,171
176,173,171
176,173,171
176,173,171
176,173,171
169,166,164
169,166,164
169,166,164
169,166,164
169,166,164
169,166,164
168,165,164
168,165,164
168,165,164
168,165,164
168,165,164
124,111,104
124,111,104
166,163,161
166,163,161
166,163,161
166,163,161
166,163,161
158,155,152
158,155,152
158,155,152
158,155,152
158,155,152
169,165,163
169,165,163
169,165,163
169,165,163
195,188,178
195,188,178
172,169,166
172,169,166
172,169,166
172,169,166
165,162,160
165,162,160
165,162,160
165,162,160
165,162,160
186,183,178
186,183,178
182,178,173
182,178,173
128,126,124
188,182,178
188,182,178
189,184,180
189,184,180
185,179,172
185,179,172
130,128,126
133,131,128
148,127,112
148,127,112
123,121,119
123,121,119
122,120,117
147,129,114
147,129,114
145,126,113
145,126,113
175,173,170
175,173,170
175,173,170
175,173,170
125,123,122
125,123,122
125,123,122
158,156,153
158,156,153
158,156,153
158,156,153
150,147,145
150,147,145
150,147,145
150,147,145
156,153,151
156,153,151
156,153,151
156,153,151
161,154,146
161,154,146
161,154,146
127,125,123
127,125,123
127,125,123
119,117,114
119,117,114
119,117,114
119,117,114
180,173,161
142,132,122
181,175,161
180,177,172
171,167,162
111,125,130
184,182,176
154,149,148
153,148,146
129,126,121
129,126,121
129,126,121
129,126,121
148,144,142
151,147,146
148,144,143
178,174,168
172,168,162
176,172,164
177,174,169
180,177,173
177,173,167
135,132,129
135,132,129
135,132,129
135,132,129
136,132,127
136,132,127
136,132,127
136,132,127
170,166,157
185,180,171
151,147,145
132,128,126
169,166,157
126,122,118
156,151,150
183,179,170
183,179,170
190,186,179
158,154,152
168,163,157
174,170,164
154,151,145
166,162,156
168,164,158
140,136,134
147,142,140
155,152,144
166,160,154
166,160,154
166,160,154
166,160,154
166,160,154
166,160,154
146,142,139
157,152,145
163,159,151
182,177,171
153,145,143
160,152,146
156,151,151
176,172,164
180,177,171
180,177,171
183,176,168
183,176,168
169,162,159
169,162,159
178,170,162
178,170,162
170,163,152
170,163,152
168,167,163
168,167,163
181,175,168
181,175,168
167,157,156
167,157,156
180,175,163
180,175,163
163,157,149
163,157,149
169,165,157
169,165,157
175,172,165
175,172,165
161,157,152
161,157,152
130,114,102
174,173,167
174,173,167
174,173,167
147,142,141
147,142,141
140,135,134
140,135,134
151,141,136
151,141,136
148,143,142
148,143,142
150,143,134
150,143,134
151,145,142
151,145,142
145,139,127
145,139,127
153,148,147
153,148,147
149,144,142
149,144,142
147,143,142
147,143,142
147,143,142
145,132,121
145,132,121
175,167,158
147,135,125
147,135,125
137,124,109
137,124,109
147,142,140
170,168,163
170,168,163
158,145,131
158,145,131
158,160,157
158,160,157
172,171,166
172,171,166
151,139,123
151,139,123
152,139,126
152,139,126
146,144,143
146,144,143
135,124,112
141,129,117
141,129,117
141,135,132
141,135,132
141,135,132
155,142,127
155,142,127
156,143,128
156,143,128
177,175,173
148,137,131
148,137,131
142,132,126
142,132,126
174,173,171
144,132,120
144,132,120
143,131,119
143,131,119
150,138,130
150,138,130
147,135,126
147,135,126
138,132,130
138,132,130
168,163,160
168,163,160
141,130,118
141,130,118
161,160,158
161,160,158
149,138,128
149,138,128
149,139,129
149,139,129
147,134,120
147,134,120
145,134,124
145,134,124
153,134,132
158,138,134
158,138,134
114,82,60
155,153,150
156,145,132
156,145,132
131,122,117
155,144,132
155,144,132
157,146,135
157,146,135
142,138,130
148,138,130
148,138,130
155,151,147
131,128,124
167,159,154
167,159,154
139,134,131
151,146,136
151,140,127
151,140,127
153,143,129
153,143,129
155,143,129
155,143,129
133,131,130
140,138,133
149,148,144
156,142,131
146,141,133
146,141,133
153,142,130
153,142,130
139,135,127
139,135,127
139,135,127
156,145,132
156,145,132
136,126,118
161,155,147
161,155,147
156,150,143
156,150,143
156,150,143
164,158,151
164,158,151
164,158,151
146,138,133
153,147,142
153,147,142
152,146,140
152,146,140
150,144,138
150,144,138
166,157,149
166,157,149
149,144,138
149,144,138
147,141,135
147,141,135
139,133,128
139,133,128
150,145,140
150,145,140
144,139,134
144,139,134
142,137,132
142,137,132
143,130,116
143,130,116
143,130,116
137,123,109
137,123,109
137,123,109
137,123,109
133,124,114
140,126,109
140,126,109
140,126,109
140,126,109
140,126,109
148,136,122
148,136,122
148,136,122
144,137,131
144,137,131
143,130,114
143,130,114
143,130,114
143,130,114
137,130,123
137,130,123
141,134,129
141,134,129
133,124,113
133,124,113
143,136,131
143,136,131
138,126,111
138,126,111
138,126,111
139,124,108
139,124,108
139,124,108
139,124,108
97,95,91
130,121,111
131,122,113
137,125,113
159,146,130
152,152,148
152,152,148
184,174,160
163,161,158
189,179,166
125,123,122
125,123,122
153,137,117
135,121,105
135,121,105
135,121,105
137,121,104
162,149,136
172,158,140
172,158,140
170,158,143
201,198,196
201,198,196
201,198,196
201,198,196
158,145,130
159,145,129
98,99,104
98,99,104
138,138,126
138,138,126
138,138,126
138,138,126
138,138,126
96,97,102
96,97,102
102,102,108
102,102,108
140,139,126
140,139,126
140,139,126
140,139,126
123,119,117
123,119,117
123,119,117
123,119,117
131,128,119
131,128,119
131,128,119
142,139,132
